Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Walking duration (ms),Running duration (ms),Month,Year_Month
2025-06-15,72.0,1782.1644623331665,5874.91038693221,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5520314369238656,1.709457559734764,0.2544226951384902,7896.0,0.0,0.0,0.0,0.0,4005249.0,0.0,June,2025-06
2025-06-16,78.0,1822.9085840851408,6593.854051700437,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5368393123519746,1.8861809652064645,0.2665380615736564,8392.0,0.0,0.0,0.0,0.0,4852266.0,0.0,June,2025-06
2025-06-17,85.0,1812.8978722743632,6818.169545868424,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4899156500266843,1.6907701067801608,0.2665380615736564,8619.0,0.0,0.0,0.0,0.0,4644156.0,0.0,June,2025-06
2025-06-18,9.0,1602.5598078505243,682.5797449572636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3598804106632969,0.9815231400011896,0.2665380615736564,1036.0,0.0,0.0,0.0,0.0,271497.0,0.0,June,2025-06
2025-06-19,47.0,1696.8101032459354,3590.7407647541995,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69178847430776,1.8718767915186112,0.2786534280088226,4511.0,0.0,0.0,0.0,0.0,2230841.0,0.0,June,2025-06
2025-06-20,55.0,1722.9612150449757,4440.092455822251,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0837502047815937,1.6897725478108894,0.2544226951384902,5528.0,0.0,0.0,0.0,0.0,2703652.0,0.0,June,2025-06
2025-06-21,84.0,1823.819823244923,6734.7774537266105,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5683021095838532,1.612246955056303,0.2479766282111475,8649.0,0.0,0.0,0.0,0.0,4871211.0,0.0,June,2025-06
2025-06-22,7.0,1599.2647998074603,406.0841114149269,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0177181834565434,1.7924034804936158,0.2665380615736564,595.0,0.0,0.0,0.0,0.0,202998.0,0.0,June,2025-06
2025-06-23,47.0,1719.8466507468847,4400.641973532146,45.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8327627538667264,2.2738192731299454,0.2665380615736564,5227.0,0.0,0.0,0.0,0.0,2408138.0,0.0,June,2025-06
2025-06-24,49.0,1729.0150970994318,4712.392542645281,45.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4303565847672861,2.08489837772145,0.2832119457702891,5732.0,0.0,0.0,0.0,0.0,2699129.0,0.0,June,2025-06
2025-06-25,71.0,1801.4360197464598,6306.962824378212,64.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5386629685654074,2.159035797229897,0.3634609664704125,7674.0,0.0,0.0,0.0,0.0,4243721.0,0.0,June,2025-06
2025-06-26,40.0,1666.7479805912828,1945.463636215431,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5772147337391286,1.7410701121783618,0.3033437816837211,2627.0,0.0,0.0,0.0,0.0,1605887.0,0.0,June,2025-06
2025-06-27,8.0,1610.490565166542,600.4234650585292,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52105745487213,1.7491610696959503,0.2494632628973917,728.0,0.0,0.0,0.0,0.0,90993.0,147214.0,June,2025-06
2025-06-28,8.0,1604.7846616368704,597.1484331663127,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7455992706292287,1.6844973554910216,0.3634609741760856,729.0,0.0,0.0,0.0,0.0,317749.0,0.0,June,2025-06
2025-06-29,9.0,1604.419518298164,746.5268910364508,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4742542257604314,1.5925451257953671,0.2544226951384902,1063.0,0.0,0.0,0.0,0.0,310158.0,0.0,June,2025-06
2025-06-30,52.0,1702.0087715849572,3052.0386375227167,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6258203163066225,1.7442072904724173,0.2786534280088226,4221.0,0.0,0.0,0.0,0.0,2338914.0,0.0,June,2025-06
2025-07-01,4.0,1589.4999850988386,212.9881419302218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4954085679659382,0.8002543735911922,0.2544226951384902,368.0,0.0,0.0,0.0,0.0,0.0,0.0,July,2025-07
2025-07-02,64.0,1726.0793607251,4924.267937714408,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.470904741590515,1.733282377913025,0.3392302601846536,6249.0,0.0,0.0,0.0,0.0,2839311.0,0.0,July,2025-07
2025-07-03,35.0,1676.6830165192937,2335.058298754272,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5361231360840902,1.7625994974324777,0.2708353112765068,2985.0,0.0,0.0,0.0,0.0,1168085.0,274646.0,July,2025-07
2025-07-04,45.0,1712.1762468229297,2992.7084063613424,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5342181151481221,1.798712404062493,0.3634609697934839,3942.0,0.0,0.0,0.0,0.0,2550282.0,0.0,July,2025-07
2025-07-05,28.0,1676.165746371188,1583.8200257858853,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926893852655741,1.8416383197397768,0.2665380615736564,2109.0,0.0,0.0,0.0,0.0,1801671.0,0.0,July,2025-07
2025-07-06,17.0,1632.7622282148563,951.5145771095316,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4891838621724149,1.4647116985216373,0.2544226951384902,1301.0,0.0,0.0,0.0,0.0,899366.0,0.0,July,2025-07
2025-07-07,128.0,1950.4230515354477,8855.826502789558,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0195949172013807,1.6205823032003968,0.302884160879155,11524.0,0.0,0.0,0.0,0.0,7502618.0,0.0,July,2025-07
2025-07-08,41.0,1616.1700211386683,2598.551218082215,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6333743988192195,1.6087793379982074,0.2531065418649258,3396.0,0.0,0.0,0.0,0.0,1763594.0,0.0,July,2025-07
